"id","state","leaid","name_raw","name_clean","year"
"ca142","ca",618660,"Melanie Nannizzi","melanie nannizzi",2022
"ca143","ca",619950,"Jennifer Lane","jennifer lane",2022
"ca144","ca",619980,"Greta Turney","greta turney",2022
"ca145","ca",622320,"Linda Row","linda row",2022
"ca146","ca",623730,"Beth Wylie","beth wylie",2022
"ca147","ca",624300,"Julie Giannini-Previde","julie giannini previde",2022
"ca148","ca",628830,"Justin Wallace","justin wallace",2022
"ca149","ca",629430,"Rene McBride","rene mcbride",2022
"ca150","ca",630090,"Raven Coit","raven coit",2022
"ca151","ca",632730,"Angela Johnson","angela johnson",2022
"ca152","ca",636100,"Amy Gossien","amy gossien",2022
"ca153","ca",637350,"Teri Waterhouse","teri waterhouse",2022
"ca154","ca",637590,"Stephanie Steffano-Davis","stephanie steffano davis",2022
"ca155","ca",639720,"Alyse Nichols","alyse nichols",2022
"ca156","ca",600037,"Danielle Carmesin","danielle carmesin",2022
"ca157","ca",600038,"Karen Ashmore","karen ashmore",2022
"ca158","ca",600052,"Gary Storts","gary storts",2022
"ca159","ca",601420,"Amy Betts","amy betts",2022
"ca160","ca",691010,"Jonathan Finnell","jonathan finnell",2022
"ca161","ca",605790,"Rauna Fox","rauna fox",2022
"ca162","ca",605820,"Simon Canalez","simon canalez",2022
"ca163","ca",606900,"Arturo Jimenez","arturo jimenez",2022
"ca164","ca",606990,"Angelita Ortiz","angelita ortiz",2022
"ca165","ca",608010,"David Farkas","david farkas",2022
"ca166","ca",612030,"Ruben Castro","ruben castro",2022
"ca167","ca",616830,"Juan Cruz","juan cruz",2022
"ca168","ca",617430,"Celso Ruiz","celso ruiz",2022
"ca169","ca",618210,"Bryan Thomason","bryan thomason",2022
"ca170","ca",623460,"Matthew Shirley","matthew shirley",2022
"ca171","ca",624180,"Mary Monson","mary monson",2022
"ca172","ca",624390,"Keila Rodriguez","keila rodriguez",2022
"ca173","ca",626430,"Chelsey Galindo","chelsey galindo",2022
"ca174","ca",635070,"Katrina Leon","katrina leon",2022
"ca175","ca",636210,"Andrea Ellis","andrea ellis",2022
"ca176","ca",642180,"Richard Cordero","richard cordero",2022
"ca177","ca",691011,"Barry Simpson","barry simpson",2022
"ca178","ca",604950,"Ed Dardenne-Ankringa","ed dardenne ankringa",2022
"ca179","ca",610680,"Jim Copeland","jim copeland",2022
"ca180","ca",622440,"Edward Campbell","edward campbell",2022
"ca181","ca",629190,"Rosanne Lampariello","rosanne lampariello",2022
"ca182","ca",633690,"Danielle Torrance","danielle torrance",2022
"ca183","ca",601409,"Katie Kolker","katie kolker",2022
"ca184","ca",691012,"John Mendiburu","john mendiburu",2022
"ca185","ca",603270,"Georgia Rhett","georgia rhett",2022
"ca186","ca",603630,"Mark Luque","mark luque",2022
"ca187","ca",604260,"Paul Miller","paul miller",2022
"ca188","ca",605250,"Timari Duty","timari duty",2022
"ca189","ca",606390,"Katie Russell","katie russell",2022
"ca190","ca",606720,"Hiedi Witcher","hiedi witcher",2022
"ca191","ca",606960,"Alan Gonzalez","alan gonzalez",2022
"ca192","ca",610890,"Rosalina Rivera","rosalina rivera",2022
"ca193","ca",610860,"Jason Garcia","jason garcia",2022
"ca194","ca",611130,"Jennifer Allen","jennifer allen",2022
"ca195","ca",611940,"Jairo Arellano","jairo arellano",2022
"ca196","ca",612360,"Tiffany Touchstone","tiffany touchstone",2022
"ca197","ca",613290,"Lora Brown","lora brown",2022
"ca198","ca",614700,"Leslie Garrison","leslie garrison",2022
"ca199","ca",615000,"Chris Salyards","chris salyards",2022
"ca200","ca",616050,"Ramon Hendrix","ramon hendrix",2022
"ca201","ca",619540,"Michael Zulfa","michael zulfa",2022
"ca202","ca",619590,"Steve Martinez","steve martinez",2022
"ca203","ca",620730,"Ty Bryson","ty bryson",2022
"ca204","ca",620850,"Lori Gonzalez","lori gonzalez",2022
"ca205","ca",621450,"Rosa Romero","rosa romero",2022
"ca206","ca",621900,"Tammy Pritchard","tammy pritchard",2022
"ca207","ca",622950,"Harrison Favereaux","harrison favereaux",2022
"ca208","ca",623760,"Bryan Easter","bryan easter",2022
"ca209","ca",623820,"Michael Coleman","michael coleman",2022
"ca210","ca",624330,"Dawn Bourelle","dawn bourelle",2022
"ca211","ca",624780,"Al Quezada","al quezada",2022
"ca212","ca",625230,"Katherine Aguirre","katherine aguirre",2022
"ca213","ca",626490,"Kevin Cordes","kevin cordes",2022
"ca214","ca",627450,"Cy Silver","cy silver",2022
"ca215","ca",631350,"Alex Lopez","alex lopez",2022
"ca216","ca",633480,"Sue Lemon","sue lemon",2022
"ca217","ca",636330,"Bethany Ferguson","bethany ferguson",2022
"ca218","ca",637620,"Barbara Gaines","barbara gaines",2022
"ca219","ca",637470,"Richard Rhodes","richard rhodes",2022
"ca220","ca",637890,"Jocelyn Hively","jocelyn hively",2022
"ca221","ca",638700,"Lori Slaven","lori slaven",2022
"ca222","ca",638730,"Jason Hodgson","jason hodgson",2022
"ca223","ca",638880,"Stacey Larson-Everson","stacey larson everson",2022
"ca224","ca",641130,"Cindy Castro","cindy castro",2022
"ca225","ca",641400,"J. Bradley Maberry","j bradley maberry",2022
"ca226","ca",641430,"Kevin Tallon","kevin tallon",2022
"ca227","ca",632710,"Jennifer Hedge","jennifer hedge",2022
"ca228","ca",636800,"April Moore","april moore",2022
"ca229","ca",624230,"Samuel Resendez","samuel resendez",2022
"ca230","ca",600026,"Sara Haflich","sara haflich",2022
"ca231","ca",691013,"Todd Barlow","todd barlow",2022
"ca232","ca",603180,"Xavier Pina","xavier pina",2022
"ca233","ca",607980,"Thomas Addington","thomas addington",2022
"ca234","ca",609690,"Andre Pecina","andre pecina",2022
"ca235","ca",616470,"Joy Gabler","joy gabler",2022
"ca236","ca",616500,"Victor Rosa","victor rosa",2022
"ca237","ca",618510,"Loretta Black","loretta black",2022
"ca238","ca",619770,"Cathlene Anderson","cathlene anderson",2022
"ca239","ca",619890,"Michelle King","michelle king",2022
"ca240","ca",620760,"Cynthia Marshall","cynthia marshall",2022
"ca241","ca",621360,"Cheryl Hunt","cheryl hunt",2022
"ca242","ca",621400,"Miguel Guerrero","miguel guerrero",2022
"ca243","ca",630510,"Paul Van Loon","paul van loon",2022
"ca244","ca",632270,"Juan Ruiz","juan ruiz",2022
"ca245","ca",691014,"Brock Falkenberg","brock falkenberg",2022
"ca246","ca",619320,"H. Nicki Thomas","h nicki thomas",2022
"ca247","ca",620070,"Becky Salato","becky salato",2022
"ca248","ca",620670,"Matthew Bullard","matthew bullard",2022
"ca249","ca",623040,"Megan Grant","megan grant",2022
"ca250","ca",624750,"Jeff Crane","jeff crane",2022
"ca251","ca",601442,"Giovanni Annous","giovanni annous",2022
"ca252","ca",691015,"Patricia Gunderson","patricia gunderson",2022
"ca253","ca",605010,"Teresa Ragsdale","teresa ragsdale",2022
"ca254","ca",618780,"Jamie Lewis","jamie lewis",2022
"ca255","ca",619050,"Scott Smith","scott smith",2022
"ca256","ca",621060,"Jacob Jensen","jacob jensen",2022
"ca257","ca",631830,"Jason Waddell","jason waddell",2022
"ca258","ca",632520,"Brian Boyer","brian boyer",2022
"ca259","ca",636420,"Joshua Blackburn","joshua blackburn",2022
"ca260","ca",638550,"Jason Waddell","jason waddell",2022
"ca261","ca",642300,"Paula Silva","paula silva",2022
"ca262","ca",600011,"Derek Cooper","derek cooper",2022
"ca263","ca",691078,"Debra Duardo","debra duardo",2022
"ca264","ca",601620,"Gina Zietlow","gina zietlow",2022
"ca265","ca",602820,"Greg Nehen","greg nehen",2022
"ca266","ca",602970,"David Vannasdall","david vannasdall",2022
"ca267","ca",603600,"Arturo Ortega","arturo ortega",2022
"ca268","ca",603690,"Froilan Mendoza","froilan mendoza",2022
"ca269","ca",604110,"Alejandro Alvarez","alejandro alvarez",2022
"ca270","ca",604440,"Lisa Azevedo","lisa azevedo",2022
"ca271","ca",604830,"Michael Bregy","michael bregy",2022
"ca272","ca",605610,"Matthew Wien","matthew wien",2022
"ca273","ca",606450,"John Paramo","john paramo",2022
"ca274","ca",607740,"Bob Brauneisen","bob brauneisen",2022
"ca275","ca",607920,"Stephen Nellman","stephen nellman",2022
"ca276","ca",608190,"Jeffrey Jordan","jeffrey jordan",2022
"ca277","ca",608760,"Jim Elsasser","jim elsasser",2022
"ca278","ca",610050,"Elizabeth Eminhizer","elizabeth eminhizer",2022
"ca279","ca",610260,"Brian Lucas","brian lucas",2022
"ca280","ca",611460,"John Garcia., Ph.D.","ph d john garcia ",2022
"ca281","ca",611520,"Nadia Hillman","nadia hillman",2022
"ca282","ca",611910,"Jezelle Fullwood","jezelle fullwood",2022
"ca283","ca",611850,"Marc Patterson","marc patterson",2022
"ca284","ca",612090,"Maribel Garcia","maribel garcia",2022
"ca285","ca",612120,"Edward Zuniga","edward zuniga",2022
"ca286","ca",612180,"Marco Villegas","marco villegas",2022
"ca287","ca",612210,"Jason Johnson","jason johnson",2022
"ca288","ca",614940,"Anita Chu","anita chu",2022
"ca289","ca",615240,"Darneika Watson","darneika watson",2022
"ca290","ca",615270,"Dominic DiGrazia","dominic digrazia",2022
"ca291","ca",615600,"Dena Kiouses","dena kiouses",2022
"ca292","ca",616680,"Brian Markarian","brian markarian",2022
"ca293","ca",617040,"Susan Wildes","susan wildes",2022
"ca294","ca",617880,"Susan Denton","susan denton",2022
"ca295","ca",618390,"James Morris","james morris",2022
"ca296","ca",619440,"Priya Darbari","priya darbari",2022
"ca297","ca",620130,"Wendy Sinnette","wendy sinnette",2022
"ca298","ca",620880,"Paul Marietti","paul marietti",2022
"ca299","ca",621000,"Daniel Stepenosky","daniel stepenosky",2022
"ca300","ca",621210,"Virginia Castro","virginia castro",2022
"ca301","ca",621420,"Gabriela Tavitian","gabriela tavitian",2022
"ca302","ca",621930,"Jonathan Vasquez","jonathan vasquez",2022
"ca303","ca",622500,"Jill Baker","jill baker",2022
"ca304","ca",622710,"Alberto Carvalho","alberto carvalho",2022
"ca305","ca",622890,"Ramiro Rubalcaba","ramiro rubalcaba",2022
"ca306","ca",623160,"Gudiel Crosthwaite","gudiel crosthwaite",2022
"ca307","ca",625320,"Paula Hart Rodas","paula hart rodas",2022
"ca308","ca",625470,"Mark Skvarna","mark skvarna",2022
"ca309","ca",626190,"Raymond Andry, Ed.D.","ed d raymond andry",2022
"ca310","ca",627180,"Leticia Hernandez","leticia hernandez",2022
"ca311","ca",627690,"Johnny M. Lopez","johnny lopez",2022
"ca312","ca",629580,"Raul Maldonado","raul maldonado",2022
"ca313","ca",629700,"Devin Serrano","devin serrano",2022
"ca314","ca",629850,"Joshua Lightle","joshua lightle",2022
"ca315","ca",629940,"Elizabeth Blanco","elizabeth blanco",2022
"ca316","ca",631320,"Darren Knowles","darren knowles",2022
"ca317","ca",633570,"Jennifer Fang","jennifer fang",2022
"ca318","ca",634860,"Linda De La Torre","linda de la torre",2022
"ca319","ca",635700,"Antonio Shelton","antonio shelton",2022
"ca320","ca",635970,"Colleen Hawkins","colleen hawkins",2022
"ca321","ca",637500,"Geoff Yantz","geoff yantz",2022
"ca322","ca",637560,"Gary Gonzales","gary gonzales",2022
"ca323","ca",638220,"Catherine Kawaguchi","catherine kawaguchi",2022
"ca324","ca",638980,"Art Cunha","art cunha",2022
"ca325","ca",639420,"Timothy Stowe","timothy stowe",2022
"ca326","ca",640650,"Elizabeth Evans","elizabeth evans",2022
"ca327","ca",642000,"Emy Flores","emy flores",2022
"ca328","ca",642120,"Regina Rossall","regina rossall",2022
"ca329","ca",642450,"Brad Mason","brad mason",2022
"ca330","ca",642480,"Monica Oviedo","monica oviedo",2022
"ca331","ca",642510,"Michael Vierra","michael vierra",2022
"ca332","ca",642810,"Steve Doyle","steve doyle",2022
"ca333","ca",609620,"Darin Brawley","darin brawley",2022
"ca334","ca",616325,"Alfonso Jimenez","alfonso jimenez",2022
"ca335","ca",633750,"Alex Flores","alex flores",2022
"ca336","ca",641280,"Robert Taylor","robert taylor",2022
"ca337","ca",634425,"James Symonds","james symonds",2022
"ca338","ca",600001,"Eric Sahakian","eric sahakian",2022
"ca339","ca",600025,"John Bowes","john bowes",2022
"ca340","ca",600032,"Nicole Wesley","nicole wesley",2022
"ca341","ca",600153,"Denise Jaramillo","denise jaramillo",2022
"ca342","ca",601428,"Blake Silvers","blake silvers",2022
"ca343","ca",691017,"Cecilia Massetti","cecilia massetti",2022
"ca344","ca",602360,"Sheila Perry","sheila perry",2022
"ca345","ca",604080,"Michelle Townsend","michelle townsend",2022
"ca346","ca",608520,"Douglas Collins","douglas collins",2022
"ca347","ca",608550,"Justin Miller","justin miller",2022
"ca348","ca",623340,"Todd Lile","todd lile",2022
"ca349","ca",631920,"Deena Hegerle","deena hegerle",2022
"ca350","ca",600068,"Kevin Hatch","kevin hatch",2022
"ca351","ca",600116,"Robert Frausto","robert frausto",2022
"ca352","ca",600160,"Brian Beck","brian beck",2022
"ca353","ca",691018,"John Carroll","john carroll",2022
"ca354","ca",605520,"Leo Kostelnik","leo kostelnik",2022
"ca355","ca",611220,"Becky Rosales","becky rosales",2022
"ca356","ca",619380,"Raquel Rose","raquel rose",2022
"ca357","ca",620430,"Laura Trahan","laura trahan",2022
"ca358","ca",620520,"Kathleen Graham","kathleen graham",2022
"ca359","ca",620910,"Brett Geithman","brett geithman",2022
"ca360","ca",624870,"Elizabeth Kaufman","elizabeth kaufman",2022
"ca361","ca",627300,"Barbara Snekkevik","barbara snekkevik",2022
"ca362","ca",627720,"Tracy Smith","tracy smith",2022
"ca363","ca",632160,"Kimberly McGrath","kimberly mcgrath",2022
"ca364","ca",633660,"David Rice","david rice",2022
"ca365","ca",635090,"Carmen Diaz Ghysels","carmen diaz ghysels",2022
"ca366","ca",635110,"Carmen Diaz Ghysels","carmen diaz ghysels",2022
"ca367","ca",636000,"LaResha Huffman","laresha huffman",2022
"ca368","ca",638790,"Tara Taupier","tara taupier",2022
"ca369","ca",636670,"Adam Jennings","adam jennings",2022
"ca370","ca",600006,"Tyler Graff","tyler graff",2022
"ca371","ca",691090,"Jeff Aranguena","jeff aranguena",2022
"ca372","ca",623940,"Jeff Aranguena","jeff aranguena",2022
"ca373","ca",691019,"Nicole Glentzer","nicole glentzer",2022
"ca374","ca",602730,"Kristin Larson Balliet","kristin larson balliet",2022
"ca375","ca",603090,"Warren Galletti","warren galletti",2022
"ca376","ca",614070,"Joseph Aldridge","joseph aldridge",2022
"ca377","ca",623550,"Stephanie Herrera","stephanie herrera",2022
"ca378","ca",624480,"Jason Morse","jason morse",2022
"ca379","ca",631230,"Warren Galletti","warren galletti",2022
"ca380","ca",633720,"Stephanie Steffano-Davis","stephanie steffano davis",2022
"ca381","ca",640300,"Debra Kubin","debra kubin",2022
"ca382","ca",642560,"Mark Beebe","mark beebe",2022
"ca383","ca",631400,"Rick Kale","rick kale",2022
"ca384","ca",642580,"Bruce Peters","bruce peters",2022
"ca385","ca",609665,"Sierra Lahera","sierra lahera",2022
"ca386","ca",691020,"Steve Tietjen","steve tietjen",2022
"ca387","ca",603420,"Christy Lobao","christy lobao",2022
"ca388","ca",603750,"Bliss Propes","bliss propes",2022
"ca389","ca",612150,"Paula Heupel","paula heupel",2022
"ca390","ca",617220,"Isabel Cabral-Johnson","isabel cabral johnson",2022
"ca391","ca",621240,"Scott Borba","scott borba",2022
"ca392","ca",621270,"Donna Alley","donna alley",2022
"ca393","ca",622170,"Andres Zamora","andres zamora",2022
"ca394","ca",622740,"Mark Marshall","mark marshall",2022
"ca395","ca",624360,"Kamaljit Pannu","kamaljit pannu",2022
"ca396","ca",624600,"Julianna Stocking","julianna stocking",2022
"ca397","ca",624660,"Alan Peterson","alan peterson",2022
"ca398","ca",630810,"Kristi Kingston","kristi kingston",2022
"ca399","ca",630840,"José González","josé gonzález",2022
"ca400","ca",636960,"Alison Kahl","alison kahl",2022
"ca401","ca",641880,"Mike Weber","mike weber",2022
"ca402","ca",642960,"See Lao","see lao",2022
"ca403","ca",616323,"Bryan Ballenger","bryan ballenger",2022
"ca404","ca",624630,"Richard Lopez","richard lopez",2022
"ca405","ca",600033,"Andrew Schwab","andrew schwab",2022
"ca406","ca",600039,"Jose Miguel Kubes","jose miguel kubes",2022
"ca407","ca",691093,"Mike Martin","mike martin",2022
"ca408","ca",638520,"Audra Evans","audra evans",2022
"ca409","ca",625190,"Tom O'Malley","tom o malley",2022
"ca410","ca",639940,"Brian Norby","brian norby",2022
"ca411","ca",691052,"Tammy Bennett Nguyen","tammy bennett nguyen",2022
"ca412","ca",611870,"Heidi Torix","heidi torix",2022
"ca413","ca",623530,"Annie Rinaldi","annie rinaldi",2022
"ca414","ca",691021,"Deneen Guss","deneen guss",2022
"ca415","ca",601950,"Jim Koenig","jim koenig",2022
"ca416","ca",605730,"Josh Van Norman","josh van norman",2022
"ca417","ca",607530,"Sharon Ofek","sharon ofek",2022
"ca418","ca",608580,"Ruben Pulido","ruben pulido",2022
"ca419","ca",615870,"Michelle Ross","michelle ross",2022
"ca420","ca",616080,"Zandra Galvan","zandra galvan",2022
"ca421","ca",619680,"Jennifer Taylor","jennifer taylor",2022
"ca422","ca",619650,"Caroline Cota","caroline cota",2022
"ca423","ca",620490,"Daniel Stonebloom","daniel stonebloom",2022
"ca424","ca",625110,"Ricardo Espinoza","ricardo espinoza",2022
"ca425","ca",625530,"Daniel Diffenbaugh","daniel diffenbaugh",2022
"ca426","ca",629370,"Linda Adamson","linda adamson",2022
"ca427","ca",633930,"Rebeca Andrade","rebeca andrade",2022
"ca428","ca",633980,"Dan Burns","dan burns",2022
"ca429","ca",634050,"Amy Sweet","amy sweet",2022
"ca430","ca",634080,"Catherine Reimer","catherine reimer",2022
"ca431","ca",634770,"Tim Vanoli","tim vanoli",2022
"ca432","ca",635790,"Melissa Alderman","melissa alderman",2022
"ca433","ca",637710,"Eric Tarallo","eric tarallo",2022
"ca434","ca",641610,"Gina Uccelli","gina uccelli",2022
"ca435","ca",627590,"Matthew Turkie","matthew turkie",2022
"ca436","ca",600031,"Debbie Gold","debbie gold",2022
"ca437","ca",637050,"Randy Bangs","randy bangs",2022
"ca438","ca",600046,"Deborah Blow","deborah blow",2022
"ca439","ca",691022,"Barbara Nemko","barbara nemko",2022
"ca440","ca",607020,"Audra Pittman","audra pittman",2022
"ca441","ca",617760,"Joshua Munoz","joshua munoz",2022
"ca442","ca",626640,"Rosanna Mucetti","rosanna mucetti",2022
"ca443","ca",631380,"Kim Kern","kim kern",2022
"ca444","ca",637830,"Keller McDonald","keller mcdonald",2022
"ca445","ca",691023,"Scott Lay","scott lay",2022
"ca446","ca",608340,"Katie Kohler","katie kohler",2022
"ca447","ca",608880,"Duane Triplett","duane triplett",2022
"ca448","ca",615780,"Andrew Withers","andrew withers",2022
"ca449","ca",626820,"John Baggett","john baggett",2022
"ca450","ca",626880,"Dan Frisella","dan frisella",2022
"ca451","ca",630930,"Rusty Clark","rusty clark",2022
"ca452","ca",640380,"Scott Mikal-Heine","scott mikal heine",2022
"ca453","ca",600012,"Scott Mikal-Heine","scott mikal heine",2022
"ca454","ca",601427,"Melissa Conley","melissa conley",2022
"ca455","ca",691024,"Stefan Bean","stefan bean",2022
"ca456","ca",623010,"Jim Coombs","jim coombs",2022
"ca457","ca",602610,"Jesus Chavarria","jesus chavarria",2022
